loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist
14646,Kepler-164 c,Kepler-164,1,1,4,0,Transit,10.945723,0.097,0.244,,,,,5888,1.15,,,,,,890.758
14647,Kepler-164 c,Kepler-164,0,1,4,0,Transit,10.945729,0.101,,,0,89.38,,6361,1.1,1.15,,,,0.62,890.758
14648,Kepler-164 c,Kepler-164,0,1,4,0,Transit,10.94577222,0.0991,,,0,89.38,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14649,Kepler-164 c,Kepler-164,0,1,4,0,Transit,10.94577222,,0.243,,,,,6048,1.13,1.09,0,[Fe/H],,3.47,890.758
14650,Kepler-164 c,Kepler-164,0,1,4,0,Transit,10.94577401,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14651,Kepler-164 c,Kepler-164,0,1,4,0,Transit,10.94575474,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14652,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9868326,0.1897,,,0,89.95,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14653,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9868326,0.1897,,,0,89.95,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14654,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9869016,0.1826,,,0,88.64,,5888,1.1,0.97,-0.1,[Fe/H],,,890.758
14655,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9868326,,0.22,,,,,6048,1.13,1.09,0,[Fe/H],,3.47,890.758
14656,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.98671115,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14657,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9869016,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14658,Kepler-164 d,Kepler-164,1,1,4,0,Transit,28.986769,0.187,0.219,,,,,5888,1.15,,,,,,890.758
14659,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.98679128,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14660,Kepler-164 d,Kepler-164,0,1,4,0,Transit,,,0.229,,,,,5923,1.04,,,,,,890.758
14661,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.98687,0.194,,,0,89.38,,6361,1.1,1.15,,,,0.62,890.758
14662,Kepler-164 d,Kepler-164,0,1,4,0,Transit,28.9868326,0.1897,,,0,89.95,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14663,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.885768,0.4182,,,0,88.81,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14664,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.885768,0.4182,,,0,88.81,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14665,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.878,0.427,,,0,89.38,,6361,1.1,1.15,,,,0.62,890.758
14666,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.90049708,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14667,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.885768,0.4182,,,0,88.81,,6353,1.14,1.08,-0.14,[Fe/H],,,890.758
14668,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.886902,,,,,,,6095,1.02,1.14,,,0.113,,890.758
14669,Kepler-164 e,Kepler-164,1,1,4,0,Transit,94.886902,0.4025,,,0,88.37,,5888,1.1,0.97,-0.1,[Fe/H],,,890.758
14670,Kepler-164 e,Kepler-164,0,1,4,0,Transit,94.8864975,,0.357,,,,,5888,1.1,0.97,-0.1,[Fe/H],,,890.758
14671,Kepler-1640 b,Kepler-1640,0,1,1,0,Transit,7.5844126,0.0834,,,0,87.09,,6266,1.63,1.34,0.26,[Fe/H],,,1859.78
14672,Kepler-1640 b,Kepler-1640,1,1,1,0,Transit,7.5844126,,0.43,,,,,6324,1.43,1.27,0.1,[Fe/H],,2.4,1859.78
14673,Kepler-1640 b,Kepler-1640,0,1,1,0,Transit,7.5844126,0.0834,,,0,87.09,,6266,1.63,1.34,0.26,[Fe/H],,,1859.78
14674,Kepler-1640 b,Kepler-1640,0,1,1,0,Transit,7.5844241,,,,,,,,,,,,,,1859.78
14675,Kepler-1640 b,Kepler-1640,0,1,1,0,Transit,7.58457101,,,,,,,,,,,,,,1859.78
14676,Kepler-1640 b,Kepler-1640,0,1,1,0,Transit,7.5844241,0.0836,,,0,85.04,,6264,1.65,1.35,0.26,[Fe/H],,,1859.78
14677,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,,,0.26,,,,,6484,1.06,,,,,,860.37
14678,Kepler-1641 b,Kepler-1641,1,1,2,0,Transit,19.672266,,0.277,,,,,6152,1.19,1.12,-0.02,[Fe/H],,3.02,860.37
14679,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,19.672324,0.1473,,,0,88.19,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14680,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,19.672324,,,,,,,6057,1.06,1.13,,,0.131,,860.37
14681,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,19.672266,0.1473,,,0,87.66,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14682,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,19.6716724,,,,,,,6057,1.06,1.13,,,0.131,,860.37
14683,Kepler-1641 b,Kepler-1641,0,1,2,0,Transit,19.672266,0.1473,,,0,87.66,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14684,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,32.65428815,,,,,,,6057,1.06,1.13,,,0.131,,860.37
14685,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,32.657035,0.2065,,,0,89.99,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14686,Kepler-1641 c,Kepler-1641,1,1,2,0,Transit,32.657212,,0.263,,,,,6152,1.19,1.12,-0.02,[Fe/H],,3.02,860.37
14687,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,32.657212,0.2065,,,0,89.38,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14688,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,32.657212,0.2065,,,0,89.38,,6486,1.49,1.1,-0.34,[Fe/H],,,860.37
14689,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,32.657035,,,,,,,6057,1.06,1.13,,,0.131,,860.37
14690,Kepler-1641 c,Kepler-1641,0,1,2,0,Transit,,,0.238,,,,,6484,1.06,,,,,,860.37
14691,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,12.2057513,0.1016,,,0,89.38,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14692,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,12.2057513,0.1016,,,0,89.38,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14693,Kepler-1642 b,Kepler-1642,1,1,2,0,Transit,12.2057513,,0.285,,,,,5355,0.84,0.88,-0.01,[Fe/H],,4.47,413.873
14694,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,12.2064304,,,,,,,5095,0.81,0.85,,,-0.405,,413.873
14695,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,12.2064304,0.1016,,,0,89.85,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14696,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,,,0.247,,,,,5255,0.78,,,,,,413.873
14697,Kepler-1642 b,Kepler-1642,0,1,2,0,Transit,12.20598063,,,,,,,5095,0.81,0.85,,,-0.405,,413.873
14698,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,6.6513802,0.0678,,,0,89.38,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14699,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,6.65104254,,,,,,,5095,0.81,0.85,,,-0.405,,413.873
14700,Kepler-1642 c,Kepler-1642,1,1,2,0,Transit,6.6513802,,0.237,,,,,5355,0.84,0.88,-0.01,[Fe/H],,4.47,413.873
14701,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,6.6513802,0.0678,,,0,89.38,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14702,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,6.6513189,,,,,,,5095,0.81,0.85,,,-0.405,,413.873
14703,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,6.6513189,0.0678,,,0,89.85,,5254,1.51,0.94,0.21,[Fe/H],,,413.873
14704,Kepler-1642 c,Kepler-1642,0,1,2,0,Transit,,,0.22,,,,,5255,0.78,,,,,,413.873
14705,Kepler-1643 b,Kepler-1643,1,1,1,0,Transit,5.342657,,0.207,,,,,4916,0.85,0.84,,,,0.046,341.774
14706,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34264507,,0.205,,,,,5508,0.88,0.92,-0.01,[Fe/H],,3.89,341.774
14707,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,,,0.184,,,,,5098,0.8,,,,,,341.774
14708,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34264143,,,,,,,4845,0.82,0.79,,,-0.472,,341.774
14709,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34264507,0.0531,,,0,89.38,,5094,0.67,0.7,-0.5,[Fe/H],,,341.774
14710,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34264507,0.0531,,,0,89.38,,5094,0.67,0.7,-0.5,[Fe/H],,,341.774
14711,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34264143,0.0531,,,0,89.93,,5101,0.67,0.7,-0.5,[Fe/H],,,341.774
14712,Kepler-1643 b,Kepler-1643,0,1,1,0,Transit,5.34260504,,,,,,,4845,0.82,0.79,,,-0.472,,341.774
14713,Kepler-1644 b,Kepler-1644,1,1,1,0,Transit,21.0907758,,0.168,,,,,5499,0.86,0.89,-0.1,[Fe/H],,4.27,629.27
14714,Kepler-1644 b,Kepler-1644,0,1,1,0,Transit,21.0907758,0.142,,,0,88.81,,5722,0.82,0.86,-0.36,[Fe/H],,,629.27
14715,Kepler-1644 b,Kepler-1644,0,1,1,0,Transit,21.0907758,0.142,,,0,88.81,,5722,0.82,0.86,-0.36,[Fe/H],,,629.27
14716,Kepler-1644 b,Kepler-1644,0,1,1,0,Transit,21.0907909,,,,,,,5706.14,,,-0.019,[M/H],,,629.27
14717,Kepler-1644 b,Kepler-1644,0,1,1,0,Transit,21.0907909,0.142,,,0,87.63,,5723,0.82,0.86,-0.36,[Fe/H],,,629.27
14718,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,,,0.27,,,,,5926,1.44,,,,,,1202.47
14719,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,16.17803,,,,,,,5680,1.52,1.01,,,0.336,,1202.47
14720,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,16.1779561,0.1285,,,0,88.81,,5929,1.07,1.08,0.14,[Fe/H],,,1202.47
14721,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,16.17823176,,,,,,,5680,1.52,1.01,,,0.336,,1202.47
14722,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,16.1779561,0.1285,,,0,88.81,,5929,1.07,1.08,0.14,[Fe/H],,,1202.47
14723,Kepler-1645 b,Kepler-1645,0,1,1,0,Transit,16.17803,0.1285,,,0,89.81,,5929,1.07,1.08,0.14,[Fe/H],,,1202.47
14724,Kepler-1645 b,Kepler-1645,1,1,1,0,Transit,16.1779561,,0.159,,,,,5812,1.02,1.02,0.04,[Fe/H],,4.17,1202.47
14725,Kepler-1646 b,Kepler-1646,0,1,1,0,Transit,4.48556296,,,,,,,3391,0.37,0.36,,,-1.78,,127.591
14726,Kepler-1646 b,Kepler-1646,1,1,1,0,Transit,4.48558383,,0.11,,,,,3299,0.26,0.24,0.04,[Fe/H],,4.68,127.591
14727,Kepler-1646 b,Kepler-1646,0,1,1,0,Transit,,,0.164,,,,,3227,0.37,,,,,,127.591
14728,Kepler-1646 b,Kepler-1646,0,1,1,0,Transit,4.48558383,0.0299,,,0,89.38,,3227,0.2,0.18,0,[Fe/H],,,127.591
14729,Kepler-1646 b,Kepler-1646,0,1,1,0,Transit,4.48559215,,,,,,,3391,0.37,0.36,,,-1.78,,127.591
14730,Kepler-1646 b,Kepler-1646,0,1,1,0,Transit,4.48559215,0.0295,,,0,89.36,,3236,0.19,0.17,0,[Fe/H],,,127.591
14731,Kepler-1647 b,Kepler-1647,1,2,1,0,Transit,1107.5923,2.7205,1.059,1.51968,0.0581,90.097,,6210,1.79,1.22,-0.14,[Fe/H],,4.4,1212.45
14732,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68907042,0.0378,,,0,89.95,,2703,0.12,0.1,0,[Fe/H],,,92.1913
14733,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68907042,0.0378,,,0,89.95,,2703,0.12,0.1,0,[Fe/H],,,92.1913
14734,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68907042,0.0378,,,0,89.95,,2703,0.12,0.1,0,[Fe/H],,,92.1913
14735,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.689102,0.067,,,0,87.66,,3888,0.61,0.52,,,,,92.1913
14736,Kepler-1649 b,Kepler-1649,1,1,2,0,Transit,8.689099,,0.091,,,89.15,,3240,0.23,0.2,-0.15,[M/H],-2.287,,92.1913
14737,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68910764,0.0378,,,0,89.95,,2703,0.12,0.1,0,[Fe/H],,,92.1913
14738,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68910764,,,,,,,3269,0.23,0.2,,,-2.26,,92.1913
14739,Kepler-1649 b,Kepler-1649,0,1,2,0,Transit,8.68909,0.0514,0.096,,0,89.57,,3240,0.25,0.22,-0.15,[Fe/H],,,92.1913
14740,Kepler-1649 c,Kepler-1649,0,1,2,0,Transit,19.5352551,,,,,,,3269,0.23,0.2,,,-2.26,,92.1913
14741,Kepler-1649 c,Kepler-1649,1,1,2,0,Transit,19.53527,,0.095,,,89.339,,3240,0.23,0.2,-0.15,[M/H],-2.287,,92.1913
14742,Kepler-1649 c,Kepler-1649,0,1,2,0,Transit,19.5352551,0.0649,,,0,89.65,,2703,0.12,0.1,0,[Fe/H],,,92.1913
14743,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.1808949,0.0754,,,0,88.51,,5081,0.77,0.86,0.12,[Fe/H],,,560.885
14744,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18087248,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14745,Kepler-165 b,Kepler-165,1,1,2,0,Transit,8.180848,0.072,0.207,,,,,5211,0.77,,,,,,560.885
14746,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.180896,0.073,,,0,88.24,,5236,0.79,0.79,,,,10.5,560.885
14747,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18086953,0.0716,,,0,85.37,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14748,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18086953,,0.223,,,,,5108,0.76,0.8,-0.12,[Fe/H],,5.01,560.885
14749,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18086953,0.0716,,,0,85.37,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14750,Kepler-165 b,Kepler-165,0,1,2,0,Transit,,,0.182,,,,,5100,0.75,,,,,,560.885
14751,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18086126,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14752,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.18086953,0.0716,,,0,85.37,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14753,Kepler-165 b,Kepler-165,0,1,2,0,Transit,8.1808949,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14754,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31289808,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14755,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.312909,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14756,Kepler-165 c,Kepler-165,0,1,2,0,Transit,,,0.203,,,,,5100,0.75,,,,,,560.885
14757,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31296388,0.1145,,,0,88.89,,5081,0.77,0.86,0.12,[Fe/H],,,560.885
14758,Kepler-165 c,Kepler-165,1,1,2,0,Transit,15.31299,0.11,0.199,,,,,5211,0.77,,,,,,560.885
14759,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31297659,0.1088,,,0,89.95,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14760,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31296388,,,,,,,5155,0.73,0.87,,,-0.472,,560.885
14761,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31297659,0.1088,,,0,89.95,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14762,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31297659,0.1088,,,0,89.95,,5208,0.76,0.73,-0.32,[Fe/H],,,560.885
14763,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31307,0.112,,,0,88.81,,5236,0.79,0.79,,,,10.5,560.885
14764,Kepler-165 c,Kepler-165,0,1,2,0,Transit,15.31297659,,0.201,,,,,5108,0.76,0.8,-0.12,[Fe/H],,5.01,560.885
14765,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53818095,0.0167,,,0,77.38,,3364,0.27,0.26,-0.06,[Fe/H],,,134.397
14766,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53817991,,,,,,,3419,0.37,0.35,,,-1.783,,134.397
14767,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53818153,0.0163,,,0,89.38,,3304,0.26,0.24,0,[Fe/H],,,134.397
14768,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53818153,0.0163,,,0,89.38,,3304,0.26,0.24,0,[Fe/H],,,134.397
14769,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.5381625,0.021,,,0,83.65,,3673,0.48,0.49,,,,13.9,134.397
14770,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53818153,0.0163,,,0,89.38,,3304,0.26,0.24,0,[Fe/H],,,134.397
14771,Kepler-1650 b,Kepler-1650,1,1,1,0,Transit,1.53818001,,0.086,,0.01,,,3410,0.33,0.33,-0.11,[Fe/H],-1.871,,134.397
14772,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,1.53818095,,,,,,,3419,0.37,0.35,,,-1.783,,134.397
14773,Kepler-1650 b,Kepler-1650,0,1,1,0,Transit,,,0.12,,,,,3356,0.37,,,,,,134.397
14774,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8847,0.054,,,0,89.95,,3240,0.27,0.21,,,,,66.4074
14775,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8851553,0.0619,,,0,85.94,,3545,0.32,0.32,-0.36,[Fe/H],,,66.4074
14776,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8786838,,0.188,,,,,3759.27,0.46,,,,,,66.4074
14777,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8851553,0.0619,,,0,85.94,,3545,0.32,0.32,-0.36,[Fe/H],,,66.4074
14778,Kepler-1651 b,Kepler-1651,1,2,1,0,Transit,9.87863917,,0.164,,0.13,,,3713,0.5,0.52,-0.16,[Fe/H],-1.368,,66.4074
14779,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8786461,,,,,,,3759.27,0.46,0.57,-0.021,[M/H],-1.418,,66.4074
14780,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8786461,0.0692,,,0,89.97,,3609,0.42,0.45,-0.06,[Fe/H],,,66.4074
14781,Kepler-1651 b,Kepler-1651,0,2,1,0,Transit,9.8851553,0.0619,,,0,85.94,,3545,0.32,0.32,-0.36,[Fe/H],,,66.4074
14782,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.0972378,0.1576,,,0,89.38,,3482,0.35,0.36,-0.1,[Fe/H],,,
14783,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.0972378,0.1576,,,0,89.38,,3482,0.35,0.36,-0.1,[Fe/H],,,
14784,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.0970717,0.1667,,,0,88.02,,3554,0.4,0.43,-0.04,[Fe/H],,,
14785,Kepler-1652 b,Kepler-1652,1,1,1,0,Transit,38.09722,0.1654,0.143,,,89.993,,3638,0.38,0.4,-0.3,[Fe/H],-1.638,3.2,
14786,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.09665972,,,,,,,,,,,,,,
14787,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.09824,0.178,,,0,89.95,,3885,0.5,0.52,,,,13.9,
14788,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.0972378,0.1576,,,0,89.38,,3482,0.35,0.36,-0.1,[Fe/H],,,
14789,Kepler-1652 b,Kepler-1652,0,1,1,0,Transit,38.0970717,,,,,,,,,,,,,,
14790,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.251943,,,,,,,,,,,,,,
14791,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.2504841,,,,,,,,,,,,,,
14792,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.252515,0.4651,,,0,89.95,,4771,0.7,0.68,-0.22,[Fe/H],,,
14793,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.251943,0.4836,,,0,89.88,,4821,0.79,0.77,0.16,[Fe/H],,,
14794,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,,,0.221,,,,,4807,1.06,,,,,,
14795,Kepler-1653 b,Kepler-1653,1,1,1,0,Transit,140.2524,0.4706,0.194,,,89.788,,4807,0.69,0.72,-0.18,[Fe/H],-0.636,7.7,
14796,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.252515,0.4651,,,0,89.95,,4771,0.7,0.68,-0.22,[Fe/H],,,
14797,Kepler-1653 b,Kepler-1653,0,1,1,0,Transit,140.252515,0.4651,,,0,89.95,,4771,0.7,0.68,-0.22,[Fe/H],,,
14798,Kepler-1654 b,Kepler-1654,1,1,1,0,Transit,1047.8356,2.026,0.819,0.5,0.26,89.982,G5 V,5597,1.18,1.01,-0.088,[Fe/H],0.09,5,568.117
14799,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.8728787,0.103,0.197,0.01573,,87.62,G0 V,6148,1.03,1.03,-0.24,[Fe/H],,2.56,213.26
14800,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.872914,0.101,,,0,87.09,,5975,1.17,0.96,,,,7.8,213.26
14801,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290083,0.103,,,0,89.95,,6134,1.04,1.03,-0.24,[Fe/H],,,213.26
14802,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290083,0.103,,,0,89.95,,6134,1.04,1.03,-0.24,[Fe/H],,,213.26
14803,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290396,,,,,,,6043.43,1.08,1.12,-0.296,[M/H],0.143,,213.26
14804,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290814,,,,,,,6043.43,1.08,1.12,-0.296,[M/H],0.143,,213.26
14805,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290814,0.1025,,,0,86.93,,6147,1.04,1.01,-0.18,[Fe/H],,,213.26
14806,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,11.87290083,0.103,,,0,89.95,,6134,1.04,1.03,-0.24,[Fe/H],,,213.26
14807,Kepler-1655 b,Kepler-1655,1,1,1,0,Transit,11.8728787,0.1029,0.197,0.01699,0.19,87.62,,6148,1.03,1.03,-0.24,[Fe/H],,2.56,213.26
14808,Kepler-1655 b,Kepler-1655,0,1,1,0,Transit,,,0.204,,,,,6002,1.06,,,,,,213.26
14809,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.578659,0.197,0.448,0.15291,0.836,89.31,,5731,1.1,1.03,0.19,[Fe/H],,6.31,185.875
14810,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865122,,,,,,,5696,1.05,1.01,0.11,[M/H],0.021,,185.875
14811,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57868,0.194,,,0,89.95,,5569,1.09,0.98,,,,8.7,185.875
14812,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865226,,,,,,,5696,1.05,1.01,0.11,[M/H],0.021,,185.875
14813,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57868471,,0.435,,,,,5696,1.05,,,,,,185.875
14814,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865934,0.1986,,,0,89.95,,5750,0.98,1.04,0.21,[Fe/H],,,185.875
14815,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865934,0.1986,,,0,89.95,,5750,0.98,1.04,0.21,[Fe/H],,,185.875
14816,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865122,0.1949,,,0,89.98,,5733,0.99,0.99,0.08,[Fe/H],,,185.875
14817,Kepler-1656 b,Kepler-1656,1,1,2,0,Transit,31.562,0.1974,,0.15,0.838,,,,1.1,1.03,,,,6.31,185.875
14818,Kepler-1656 b,Kepler-1656,0,1,2,0,Transit,31.57865934,0.1986,,,0,89.95,,5750,0.98,1.04,0.21,[Fe/H],,,185.875
14819,Kepler-1656 c,Kepler-1656,1,1,2,0,Radial Velocity,1919,3.053,,0.4,0.527,,,,1.1,1.03,,,,6.31,185.875
14820,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.84938456,,1.5,,,,,5843.47,3.91,,,,,,788.238
14821,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.84937174,0.0548,,,0,80.61,,6244,2.99,1.48,-0.16,[Fe/H],,,788.238
14822,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.8493715,0.0548,,,0,80.21,,6244,2.99,1.48,-0.16,[Fe/H],,,788.238
14823,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.84937174,,,,,,,5843.47,3.91,1.05,-0.247,[M/H],1.206,,788.238
14824,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.8493724,0.056,,,0,77.92,,6391,2.6,1.61,,,,2.01,788.238
14825,Kepler-1658 b,Kepler-1658,1,1,1,0,Transit,3.84937278,0.0544,1.07,5.88,0.0628,76.52,,6216,2.89,1.45,-0.18,[M/H],,,788.238
14826,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.8493715,0.0548,,,0,80.21,,6244,2.99,1.48,-0.16,[Fe/H],,,788.238
14827,Kepler-1658 b,Kepler-1658,0,1,1,0,Transit,3.8493715,0.0548,,,0,80.21,,6244,2.99,1.48,-0.16,[Fe/H],,,788.238
14828,Kepler-166 b,Kepler-166,0,1,3,0,Transit,,,0.216,,,,,5175,0.78,,,,,,603.53
14829,Kepler-166 b,Kepler-166,0,1,3,0,Transit,7.65024351,,,,,,,5230,0.78,0.89,,,-0.385,,603.53
14830,Kepler-166 b,Kepler-166,0,1,3,0,Transit,7.65024192,0.0711,,,0,89.95,,5413,0.76,0.82,-0.28,[Fe/H],,,603.53
14831,Kepler-166 b,Kepler-166,0,1,3,0,Transit,7.65023579,,,,,,,5230,0.78,0.89,,,-0.385,,603.53
