a1,f1,megno1,final_e1,final_theta1
9.943673469387754871e-01,1.335711162240558414e+00,1.000000000000000000e+01,8.712928721789566566e+01,2.692008096646491140e+02
9.943673469387754871e-01,1.357082540836407336e+00,1.000000000000000000e+01,8.942887112880687495e-01,1.930284626722163637e+02
9.943673469387754871e-01,1.378453919432256258e+00,1.000000000000000000e+01,2.357514145423602603e+00,2.718623827506183943e+02
9.943673469387754871e-01,1.399825298028105180e+00,1.000000000000000000e+01,1.066816419010401029e+00,1.013198806940888232e+02
9.943673469387754871e-01,1.421196676623954103e+00,1.000000000000000000e+01,9.988883981793493794e-01,1.236069633735766331e+02
9.943673469387754871e-01,1.442568055219803025e+00,7.680581967932656653e+02,8.991542945227097849e-01,1.289623374935288211e+02
9.943673469387754871e-01,1.463939433815652169e+00,4.992093682990342529e+01,1.114310651149405668e-01,3.152676067183035116e+02
9.943673469387754871e-01,1.485310812411500869e+00,1.000000000000000000e+01,1.093922253045407800e+00,3.102067343521617317e+02
9.943673469387754871e-01,1.506682191007350013e+00,1.000000000000000000e+01,1.078267423926548361e+02,2.092243140972493336e+02
9.943673469387754871e-01,1.528053569603198714e+00,1.000000000000000000e+01,1.281015941448025108e+00,3.181603186107658985e+02
9.943673469387754871e-01,1.549424948199047858e+00,1.000000000000000000e+01,1.001661600189712065e+00,1.491013346514199043e+02
9.943673469387754871e-01,1.570796326794896558e+00,1.000000000000000000e+01,9.734667911274410557e+00,2.501101326622883505e+02
9.964897959183673937e-01,5.235987755982988157e-01,1.000000000000000000e+01,1.121718134449250392e+00,1.347144199084695799e+02
9.964897959183673937e-01,5.449701541941477378e-01,1.000000000000000000e+01,1.059512371787149521e+00,1.203860085230357839e+02
9.964897959183673937e-01,5.663415327899966600e-01,1.000000000000000000e+01,1.111870307899159638e+00,1.373798094868400881e+02
9.964897959183673937e-01,5.877129113858455822e-01,1.502528593222793916e+02,6.967724759491845665e-01,8.705195341478548698e+01
9.964897959183673937e-01,6.090842899816946154e-01,1.000000000000000000e+01,9.318001140389120529e-01,8.202371889201397437e+01
9.964897959183673937e-01,6.304556685775435376e-01,1.000000000000000000e+01,1.947836492896522609e+00,1.999367438409692852e+02
9.964897959183673937e-01,6.518270471733924598e-01,1.000000000000000000e+01,9.600116792267966659e+00,1.465267374471799826e+02
9.964897959183673937e-01,6.731984257692413820e-01,1.000000000000000000e+01,3.862558468156767510e+00,1.630266072368692676e+02
9.964897959183673937e-01,6.945698043650903042e-01,1.000000000000000000e+01,2.451745426331125799e+00,8.027669310857723062e+00
9.964897959183673937e-01,7.159411829609392264e-01,1.000000000000000000e+01,1.950345035296215057e+00,9.732522321879592653e+01
9.964897959183673937e-01,7.373125615567881486e-01,1.000000000000000000e+01,1.156045236905099527e+00,2.115236933379548390e+01
9.964897959183673937e-01,7.586839401526370708e-01,1.000000000000000000e+01,3.631954081583677052e+00,6.007724993718019846e+01
9.964897959183673937e-01,7.800553187484859929e-01,1.150424535625228941e+02,7.644345976148545496e-01,2.570547932218569258e+02
9.964897959183673937e-01,8.014266973443349151e-01,1.000000000000000000e+01,1.225889441608753128e+00,1.846285662209608631e+02
9.964897959183673937e-01,8.227980759401839483e-01,1.000000000000000000e+01,1.291999452918723534e+00,2.091728534282079277e+00
9.964897959183673937e-01,8.441694545360328705e-01,1.000000000000000000e+01,9.146709107348101053e-01,1.048329892260704952e+02
9.964897959183673937e-01,8.655408331318817927e-01,1.000000000000000000e+01,9.605294560293472506e-01,1.599462528500932876e+02
9.964897959183673937e-01,8.869122117277307149e-01,1.000000000000000000e+01,7.838230760602836966e+00,8.492515715792265496e+01
9.964897959183673937e-01,9.082835903235796371e-01,1.000000000000000000e+01,2.219822730746274075e+01,2.028744301466842330e+02
9.964897959183673937e-01,9.296549689194286703e-01,1.000000000000000000e+01,1.000941086067957952e+00,5.642766622238060137e+01
9.964897959183673937e-01,9.510263475152775925e-01,1.000000000000000000e+01,1.157201192911649246e+00,8.320753138069147781e+01
9.964897959183673937e-01,9.723977261111265147e-01,1.000000000000000000e+01,9.923991237659497422e-01,1.634053606659824425e+02
9.964897959183673937e-01,9.937691047069754369e-01,3.075451351055667004e+01,8.884592038166544414e-01,1.761417867870935083e+02
9.964897959183673937e-01,1.015140483302824359e+00,1.000000000000000000e+01,6.133722717073085562e+01,1.693777860993735942e+02
9.964897959183673937e-01,1.036511861898673281e+00,1.000000000000000000e+01,9.169707702278250272e-01,4.490749758907730893e+01
9.964897959183673937e-01,1.057883240494522203e+00,1.000000000000000000e+01,1.754633533867089090e+00,7.496275684342845125e+01
9.964897959183673937e-01,1.079254619090371126e+00,1.000000000000000000e+01,3.293778453592267841e+00,1.118485405922920251e+02
9.964897959183673937e-01,1.100625997686220048e+00,1.000000000000000000e+01,9.028567746370279590e-01,6.597707596437510347e+01
9.964897959183673937e-01,1.121997376282068970e+00,1.000000000000000000e+01,1.117016082692394718e+00,1.351733984054721702e+02
9.964897959183673937e-01,1.143368754877918114e+00,1.000000000000000000e+01,1.052913131111828449e+02,1.616998219563029693e+02
9.964897959183673937e-01,1.164740133473766814e+00,1.000000000000000000e+01,1.104676467058466338e+00,1.174233847180156403e+02
